書名,書籍網址,作者,出版社,ISBN,圖片網址
API Design Patterns,https://www.eslite.com/product/1001294884339632,Jj Geewax,Ingram International Inc,9781617295850,0
RESTful API Design,https://www.eslite.com/product/1001294883533696,Matthias Biehl,Ingram International Inc,9781514735169,https://s.eslite.dev/upload/ean/9781514735169.jpg
Consumer-Centric API Design,https://www.eslite.com/product/1001294883864222,"Thomas Hunter, II",Ingram International Inc,9781364989002,0
Rest API Design Rulebook: Designing Consistent Restful Web Service Interfaces,https://www.eslite.com/product/1001294883243737,Mark Masse,Ingram International Inc,9781449310509,0
Practical API Design: Confessions of a Java Framework Architect,https://www.eslite.com/product/1001294883686782,Jaroslav Tulach,Ingram International Inc,9781430209737,0
AWS實戰: 快速開發、建立、部署應用程式,https://www.eslite.com/product/1001120322811416,Aurobindo Sarkar/ Amit Shah,博碩文化股份有限公司,9789864344376,https://s.eslite.dev/Upload/Product/201912/l/637117363528772500.jpg
HTML 5多媒體應用實戰教本 (附光碟),https://www.eslite.com/product/1001299212561373,Ian Devlin,上奇資訊,9789863759072,https://s.eslite.dev/Upload/Product/201612/l/636174739500763750.jpg
HTML5、CSS3、JavaScript、jQuery、Ajax、RWD網頁程式設計 (第6版),https://www.eslite.com/product/1001113692588447,陳惠貞,碁峰資訊股份有限公司,9789864763245,https://s.eslite.dev/Upload/Product/201704/l/636290517032725542.jpg
