ISBN,書籍簡介
9789863126706,"內容介紹: 
   你從未見過如此完整的 Go 語言中文教材！
 Go 語言
☛ 2016 年被 TIOBE 選為年度最佳程式語言
☛ 2020 年 Stack Overflow調查為 『全球第三高薪開發者職業』
☛ 2020 年超越 Python 成為『職業開發者最想學習語言』
☛ 已被 Google、Dropbox、Twitch、Uber 等企業採用，也用來打造 Docker、Kubernetes 等熱門開源工具
 Go 語言，或者 『Golang』，是近年來成長最快速的新世代程式語言之一。它語法接近 C 及 Java，但藉由更精簡的語法來縮短開發時程、使專案能輕易擴張規模，並具備安全的靜態型別、記憶體垃圾回收、跨平台編譯能力等。連 Python 之父 Guido van Rossum 都說, Go『是所有新語言中最具 Python 風格的』...
 最重要地，Go 語言擁有豐富程度堪比 Python 的內建函式庫，無須下載額外套件，就能用少於 10 行程式寫出簡易 HTTP 伺服端應用！甚至，它獨特的 Goroutine 讓你能用簡單得稱奇的方式啟用非同步運算，超輕鬆解鎖現代多核心電腦的運算威力。
 想跨足 Go 語言，讓履歷及薪水更上一層樓，卻依舊找不到合適的入門書嗎？本書以豐富的範例及練習，帶領讀者實地操作 Go 語言的基礎及相關特色，讀完就能立馬投入實戰。替自己的職涯超前佈署，快速增加一技之長，別再只能對現況『滾動式修正』啦！ 
  本書特色: 
   作者群擁有豐富的 Go 語言開發經驗，精心設計了「範例」、「練習」和「延伸習題」，讓讀者從實作中親自體會到 Go 語言的威力。小編也在書中適當加入「編註」與「補充」，以幫助理解及補充必要知識，更增添本書的可讀性。
 你將在本書讀到：
 ☛ Go 語言的型別、函式、結構與介面
☛ 模組管理和單元測試
☛ JSON 資料、檔案、資料庫操作
☛ HTTP 客戶端／伺服器應用和加密
☛ 非同步運算
☛ 附全書 258 個範例／練習程式及 36 個延伸習題檔案下載 (使用 Go 1.16+ )"
9789865026257,"「《深入淺出Go》對於只想能所學即所用，而不想在無止盡的語法與技術細節中掙扎的我們真是恰到好處。只需要付出一點心力，就算你工作的主力是其他程式語言，依然能在這本書中學到不少相當受用的新知。」 
Peter Cooper 
Golang Weekly編輯 
 你將從本書學到什麼？ 
Go讓打造出精簡、可信及有效率的軟體變得簡單，而這本書讓程式設計者能夠輕鬆上手。Go是針對高效能網路應用及多執行緒所設計的，可以如同Python及JavaScript這樣的程式語言易於閱讀和使用。透過這本書中的範例，你可以實地演練這個語言學習如何編寫Go的程式。最棒的是，你會了解初學Go應該知道的慣例及技巧。 
 本書為何如此與眾不同 
我們認為你的時間寶貴，不應該浪費在與新概念周旋不下的窘境中。運用認知科學與學習理論的最新研究成果，精心建構出一段引發多重感知的學習體驗。《深入淺出Go》採取專為大腦運作而設計的豐富視覺化風格，而不是令你昏昏欲睡的冗贅敘述。"
9789865028787,"寫出道地的Go程式 
 「Jon為程式員寫了這本Go學習指南。這本書不僅簡要地說明必備的知識，也不重述其他語言中眾所周知的概念，在兩者間取得良好的平衡。」 
—Steve Francia 
Google的Go語言產品主管，Hugo、Cobra&Viper的創造者 
 「Go很特別，即使是資深的程式員也必須先忘記一些已經學會的東西，並且用不同的方式來思考。 這本書充分地介紹這種語言的主要功能，並且在過程中，說明道地的程式、陷阱與設計模式。」 
—Aaron Schlesinger 
微軟資深工程師 
 Go已迅速地成為網路服務的首要建構語言，雖然其他語言的開發者可以從許多資源學習Go的語法，但那些資源仍嫌不足，它們並未教導Go的典型風格，可能讓人寫出在Go裡面不合理的模式。這本實用的指南提供了重要的背景知識，指引你寫出簡明且道地的Go。 
 無論你有多少經驗，你都可以學會像Go開發者一樣思考。作者Jon Bodner介紹資深Go開發者採用的設計模式，並探討它們的基本原理，他也會讓你提早認識Go即將支援的泛型，以及泛型如何融入這種語言。 
• 學會寫出道地的Go程式碼，以及設計Go專案 
• 了解Go的設計決策背後的理由 
• 為個人開發者或團隊設定Go開發環境 
• 學習如何與何時使用reflection、unsafe與cgo 
• 發現Go的功能如何讓這種語言高效地執行 
• 明白哪些Go功能應該少用或完全不用"
9789865501501,"◎ 實作六個最強大的Go專案 
◎ 想用Go不怕無用武之地 
本書特色 
► 最齊全Go工具 
► HTTP網路程式剖所 
► 完整RPC應用 
► 高速WebSocket應用 
► 處理程序快取加速 
► PProf、GODEBUG高級應用 
本書重點 
全書共分為6章，針對Go語言中較為常用的命令列應用、HTTP應用、RPC應用、WebSocket 應用、處理程序內快取、Go語言中的大殺器（分析工具）進行詳細的介紹，並開發一系列小的適合程式師日常使用的工具。 
其中前5章是Go語言開發中最常見的專案類型。對專案開發、細節分析、執行時期分析等核心內容進行較為深入的剖析，提供相對完整的專案實作經驗。有了幾個大型專案的磨鍊之後，撰寫出專業等級的系統再也不是難事。 
適合讀者群 有一定Go語言基礎的讀者，想要進行Go相關專案實作、希望熟悉Go常用分析工具的開發人員。"
